iter	Logloss
0	0.6461448456
1	0.6026519348
2	0.5571771845
3	0.5132094751
4	0.4749362623
5	0.4334408646
6	0.3975449149
7	0.3692921258
8	0.3440960051
9	0.3223512185
10	0.3015208331
11	0.2824035072
12	0.265281351
13	0.2515427029
14	0.23741469
15	0.2196082062
16	0.1975134639
17	0.1848143135
18	0.1730579976
19	0.1574252286
20	0.143440154
21	0.1357825105
22	0.1285905734
23	0.117360688
24	0.1065067642
25	0.09697821603
26	0.08829526163
27	0.08065419519
28	0.07434879204
29	0.07000137908
30	0.06418071871
31	0.05908417309
32	0.05535900733
33	0.0516268479
34	0.04756420198
35	0.04502036072
36	0.04216599754
37	0.03981417336
38	0.03710268007
39	0.03452301494
40	0.03284308742
41	0.03083641133
42	0.02936547992
43	0.02775087805
44	0.02651284573
45	0.0248345231
46	0.02372326152
47	0.02234221457
48	0.02129200745
49	0.02037635231
50	0.0195254195
51	0.01877597691
52	0.01811923249
53	0.01714889446
54	0.01654798852
55	0.01579711053
56	0.01522415409
57	0.01471243572
58	0.01440670843
59	0.01396432959
60	0.01344094309
61	0.01322928672
62	0.01259394012
63	0.0123652729
64	0.01217279094
65	0.0117731169
66	0.01158045969
67	0.01120304397
68	0.01095777885
69	0.01078918464
70	0.01058557071
71	0.01044100563
72	0.01030377371
73	0.009902079283
74	0.009520476336
75	0.009456293786
76	0.009308029956
77	0.00914013218
78	0.009012023073
79	0.008908304428
80	0.008800236748
81	0.008707444467
82	0.008677183008
83	0.008507238851
84	0.008358826428
85	0.008285282549
86	0.008179267584
87	0.00802772202
88	0.007926029472
89	0.007791952126
90	0.007652958185
91	0.007541075036
92	0.00740998117
93	0.007404846297
94	0.007399878708
95	0.007339402269
96	0.007326217212
97	0.007216167077
98	0.007056439492
99	0.007039770017
100	0.006864700171
101	0.006796739612
102	0.006725413509
103	0.006626768872
104	0.006556509188
105	0.006398098486
106	0.006303565998
107	0.006173367888
108	0.006053699842
109	0.00596127681
110	0.005844686177
111	0.005844681143
112	0.005770577286
113	0.005665084829
114	0.005581601931
115	0.005520429258
116	0.005369617682
117	0.005369601932
118	0.005351394362
119	0.005298963494
120	0.005287660984
121	0.005281331072
122	0.005214676267
123	0.005214673165
124	0.005204442581
125	0.005045208926
126	0.004938739186
127	0.004882229143
128	0.004840265818
129	0.0048087813
130	0.004775743804
131	0.004764607289
132	0.00476099626
133	0.004742097139
134	0.004682402342
135	0.004619445503
136	0.004584837086
137	0.004579281034
138	0.004559225681
139	0.004499972995
140	0.004453393116
141	0.004386700795
142	0.004305034781
143	0.004304997754
144	0.004241825137
145	0.004234624469
146	0.004175704383
147	0.004165716534
148	0.004162873082
149	0.00410213249
150	0.00408865221
151	0.004007390105
152	0.003970497163
153	0.003911147682
154	0.003828006034
155	0.003789356027
156	0.003761086906
157	0.003761086906
158	0.003747859909
159	0.003738889082
160	0.003671221298
161	0.003665306149
162	0.003634685785
163	0.003631515415
164	0.003549108065
165	0.003525089871
166	0.003511214077
167	0.003492665626
168	0.003460422588
169	0.003458733807
170	0.003436576202
171	0.003413737854
172	0.003382153207
173	0.003358697734
174	0.003341035849
175	0.003282818336
176	0.003277003006
177	0.003253456901
178	0.003230302504
179	0.003188441904
180	0.003163861499
181	0.003130453193
182	0.003089642425
183	0.003046781931
184	0.003043328226
185	0.003027923261
